Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C09-Work Indicator","C10-Job Indicator","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","C25-Looked for Work or Tried to Establish Business during the past week","C26-Reason for not Looking for Work","C27-Available for Work"
10,43,24015," "," ","    ","  "," ","  "," "
10,43,60002,2,2,"    ","  ",2,07," "
10,17,24015,2,2,"    ","  ",2,08," "
10,09,10013,2,2,"    ","  "," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,51,50413,2,2,"    ","  ",2,01,2
10,25,34013,2,2,"    ","  ",2,02,1
10,80,60112,2,2,"    ","  ",2,61," "
10,47,60112," "," ","    ","  "," ","  "," "
10,54,24015,1," ",1314,56," ","  "," "
10,22,34013,1," ",1314,47," ","  "," "
10,21,60001,2,2,"    ","  ",2,08," "
10,20,60001,2,2,"    ","  ",2,08," "
10,18,24015,2,2,"    ","  ",2,01,2
10,17,24013,1," ",1314,96," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,10,10013,2,2,"    ","  "," ","  "," "
10,32,24015,1," ",1314,49," ","  "," "
10,28,24015,2,2,"    ","  ",2,07," "
10,10,10013,2,2,"    ","  "," ","  "," "
10,06,01000,2,2,"    ","  "," ","  "," "
10,28,10013,1," ",1314,41," ","  "," "
10,27,24015,2,2,"    ","  ",2,07," "
10,06,10011,2,2,"    ","  "," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,68,60003,1," ",1314,84," ","  "," "
10,41,60912,1," ",1314,86," ","  "," "
10,35,60811,1," ",1314,10," ","  "," "
10,34,61013,1," ",1314,10," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,13,10006,2,2,"    ","  "," ","  "," "
10,62,24015,1," ",1314,84," ","  "," "
10,60,24012,2,2,"    ","  ",2,07," "
10,30,60112,1," ",1314,85," ","  "," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,14,24011,2,2,"    ","  "," ","  "," "
10,11,00000,2,2,"    ","  "," ","  "," "
10,42,24015,1," ",1314,52," ","  "," "
10,70,24015,2,2,"    ","  ",2,01,1
10,58,24015,2,2,"    ","  ",2,62," "
10,60,50413,2,2,"    ","  ",2,62," "
10,22,60003,2,2,"    ","  ",2,08," "
10,78,10014,2,2,"    ","  ",2,61," "
10,38,60413,1," ",1314,64," ","  "," "
10,34,60003,1," ",1314,47," ","  "," "
10,12,10018,2,2,"    ","  "," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,05,00000,2,2,"    ","  "," ","  "," "
10,14,24011,2,2,"    ","  "," ","  "," "
10,43,60612,2,2,"    ","  ",2,07," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,41,24015,1," ",1314,49," ","  "," "
10,38,60112,1," ",1314,47," ","  "," "
10,14,24011,2,2,"    ","  "," ","  "," "
10,68,10013,2,2,"    ","  ",2,07," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,32,10018,1," ",1315,01," ","  "," "
10,34,10018,2,2,"    ","  ",2,07," "
10,09,10011,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,34,24015,1," ",1315,56," ","  "," "
10,41,24015,1," ",1315,41," ","  "," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,09,10012,2,2,"    ","  "," ","  "," "
10,71,24013,2,2,"    ","  ",2,61," "
10,74,10014,2,2,"    ","  ",2,61," "
10,34,60410,1," ",1315,47," ","  "," "
10,31,24015,2,2,"    ","  ",2,03,2
10,87,60002,2,2,"    ","  ",2,61," "
10,53,24015,1," ",1315,41," ","  "," "
10,17,24011,2,2,"    ","  ",2,07," "
10,27,60001,1," ",1315,41," ","  "," "
10,25,24015,2,2,"    ","  ",2,07," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,48,10011,1," ",1315,01," ","  "," "
10,29,10012,1," ",1315,01," ","  "," "
10,10,00000,2,2,"    ","  "," ","  "," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,25,10018,1," ",1315,01," ","  "," "
10,22,24013,2,2,"    ","  ",2,07," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,55,10015,1," ",1315,01," ","  "," "
10,50,10015,1," ",1315,01," ","  "," "
10,18,10014,1," ",1315,01," ","  "," "
10,15,24011,2,2,"    ","  ",2,08," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,11,10015,2,2,"    ","  "," ","  "," "
10,21,35011,2,2,"    ","  ",2,07," "
10,27,10012,1," ",1315,01," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,48,24012,1," ",1315,01," ","  "," "
10,54,24015,1," ",1315,01," ","  "," "
10,23,60314,2,2,"    ","  ",2,02,2
10,16,24015,2,2,"    ","  ",2,08," "
10,37,10018,1," ",1315,01," ","  "," "
10,36,10011,1," ",1315,01," ","  "," "
10,09,10012,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,17,24015,2,2,"    ","  ",2,07," "
10,40,10013,1," ",1315,01," ","  "," "
10,46,10015,1," ",1315,01," ","  "," "
10,18,34011,2,2,"    ","  ",2,08," "
10,16,24015,2,2,"    ","  ",2,08," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,50,10018,1," ",1315,45," ","  "," "
10,49,24015,1," ",1315,01," ","  "," "
10,25,60003,2,2,"    ","  ",2,08," "
10,39,24013,1," ",1315,01," ","  "," "
10,38,24015,1," ",1315,01," ","  "," "
10,10,10013,2,2,"    ","  "," ","  "," "
10,09,10012,2,2,"    ","  "," ","  "," "
10,05,00000,2,2,"    ","  "," ","  "," "
10,48,40714,1," ",1317,95," ","  "," "
10,49,60002,1," ",1317,47," ","  "," "
10,17,24015,2,2,"    ","  ",2,08," "
10,32,24015,1," ",1317,47," ","  "," "
10,32,24015,1," ",1317,47," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,67,10015,2,2,"    ","  ",2,07," "
10,47,24011,1," ",1317,41," ","  "," "
10,39,24012,1," ",1317,47," ","  "," "
10,13,24012,2,2,"    ","  "," ","  "," "
10,23,24015,1," ",1317,41," ","  "," "
10,49,40716,1," ",1315,25," ","  "," "
10,41,24012,1," ",1315,96," ","  "," "
10,19,35011,2,2,"    ","  ",2,08," "
10,17,34011,2,2,"    ","  ",2,08," "
10,16,24013,2,2,"    ","  ",2,08," "
10,09,10013,2,2,"    ","  "," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,65,10015,1," ",1317,01," ","  "," "
10,73,10012,1," ",1317,01," ","  "," "
10,15,10018,2,2,"    ","  ",2,08," "
10,37,24015,1," ",1317,84," ","  "," "
10,37,24015,1," ",1317,01," ","  "," "
10,15,24012,2,2,"    ","  ",2,08," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,62,24015,1," ",1317,47," ","  "," "
10,22,60001,1," ",1317,47," ","  "," "
10,21,60002,1," ",1317,47," ","  "," "
10,19,35011,1," ",1317,47," ","  "," "
10,49,10014,1," ",1317,01," ","  "," "
10,29,10014,1," ",1317,01," ","  "," "
10,24,24015,1," ",1317,47," ","  "," "
10,15,24011,2,2,"    ","  ",2,08," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,34,60111,1," ",1321,63," ","  "," "
10,31,60111,1," ",1317,63," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,34,24012,1," ",1317,45," ","  "," "
10,32,24012,1," ",1317,47," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,19,35011,2,2,"    ","  ",2,08," "
10,54,10018,1," ",1317,01," ","  "," "
10,26,24015,1," ",1317,47," ","  "," "
10,24,60111,1," ",1317,56," ","  "," "
10,29,24015,1," ",1317,84," ","  "," "
10,24,24015,1," ",1317,47," ","  "," "
10,20,24015,1," ",1317,56," ","  "," "
10,24,24015,1," ",1317,10," ","  "," "
10,18,34011,2,2,"    ","  ",2,08," "
10,22,10014,1," ",1317,01," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,07,10012,2,2,"    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,40,24015,1," ",1317,25," ","  "," "
10,42,60003,1," ",1317,47," ","  "," "
10,15,24015,2,2,"    ","  ",2,08," "
10,13,24011,2,2,"    ","  "," ","  "," "
10,36,40715,1," ",1317,10," ","  "," "
10,35,60111,2,2,"    ","  ",2,07," "
10,13,24011,2,2,"    ","  "," ","  "," "
10,11,10015,2,2,"    ","  "," ","  "," "
10,64,10018,2,2,"    ","  ",2,61," "
10,54,10018,2,2,"    ","  ",2,07," "
10,29,24015,1," ",1317,49," ","  "," "
10,64,10014,1," ",1317,41," ","  "," "
10,23,24012,1," ",1317,47," ","  "," "
10,25,10018,1," ",1317,01," ","  "," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,23,10018,1," ",1321,10," ","  "," "
10,20,24012,1," ",1321,47," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,49,10018,1," ",1321,42," ","  "," "
10,42,24015,1," ",1321,96," ","  "," "
10,19,60001,2,2,"    ","  ",2,08," "
10,10,10012,2,2,"    ","  "," ","  "," "
10,62,10018,1," ",1321,01," ","  "," "
10,60,10018,1," ",1321,01," ","  "," "
10,34,60002,1," ",1321,10," ","  "," "
10,35,60003,1," ",1321,10," ","  "," "
10,70,60002,1," ",1321,84," ","  "," "
10,61,60322,2,2,"    ","  ",2,62," "
10,29,24015,1," ",1321,47," ","  "," "
10,29,24015,1," ",1321,47," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,08,10012,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,30,24015,1," ",1321,47," ","  "," "
10,30,24015,2,2,"    ","  ",2,07," "
10,09,10013,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,30,60002,1," ",1321,52," ","  "," "
10,30,60002,2,2,"    ","  ",2,07," "
10,09,10012,2,2,"    ","  "," ","  "," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,06,00000,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,61,24015,1," ",1321,49," ","  "," "
10,62,24015,2,2,"    ","  ",2,62," "
10,20,60001,2,2,"    ","  ",2,08," "
10,37,24015,1," ",1321,49," ","  "," "
10,35,24013," "," ","    ","  "," ","  "," "
10,13,24011,2,2,"    ","  "," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,56,10018,1," ",1321,56," ","  "," "
10,19,24015,1," ",1321,56," ","  "," "
10,39,60410,1," ",1321,84," ","  "," "
10,63,24015,2,2,"    ","  ",2,61," "
10,67,24015,2,2,"    ","  ",2,61," "
10,35,60499,1," ",1321,56," ","  "," "
10,28,24015,1," ",1321,56," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,43,24015,1," ",1321,49," ","  "," "
10,40,24015," "," ","    ","  "," ","  "," "
10,20,60001,2,2,"    ","  ",2,08," "
10,15,24012,2,2,"    ","  ",2,08," "
10,10,10013,2,2,"    ","  "," ","  "," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,45,60002,1," ",1321,47," ","  "," "
10,25,24015,1," ",1321,49," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,57,24011,1," ",1321,43," ","  "," "
10,56,60002,1," ",1321,47," ","  "," "
10,42,24015,1," ",1321,49," ","  "," "
10,42,24015,1," ",1321,01," ","  "," "
10,15,24015,2,2,"    ","  ",2,08," "
10,12,24011,2,2,"    ","  "," ","  "," "
10,64,10018,1," ",1321,47," ","  "," "
10,64,10018,1," ",1321,47," ","  "," "
10,58,10013,1," ",1321,56," ","  "," "
10,32,60002,1," ",1321,47," ","  "," "
10,32,24013,1," ",1321,41," ","  "," "
10,26,60314,1," ",1321,47," ","  "," "
10,27,60111,1," ",1321,85," ","  "," "
10,18,60001,2,2,"    ","  ",2,08," "
10,66,10015,1," ",1321,01," ","  "," "
10,46,10018,1," ",1321,31," ","  "," "
10,24,60410,1," ",1321,41," ","  "," "
10,16,24015,2,2,"    ","  ",2,08," "
10,12,24011,2,2,"    ","  "," ","  "," "
10,05,00000,2,2,"    ","  "," ","  "," "
10,65,10013,2,2,"    ","  ",2,03,1
10,68,10018,1," ",1321,47," ","  "," "
10,22,60821,1," ",1321,47," ","  "," "
10,15,24012,2,2,"    ","  ",2,08," "
10,48,10015,2,2,"    ","  ",2,63," "
10,20,10015,1," ",1321,81," ","  "," "
10,16,24011,2,2,"    ","  ",2,08," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,08,10013,2,2,"    ","  "," ","  "," "
10,07,10012,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,27,24011,1," ",1321,81," ","  "," "
10,27,24012,2,2,"    ","  ",2,09," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,20,24015,1," ",1321,10," ","  "," "
10,24,24013,2,2,"    ","  ",2,07," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,44,10015,1," ",1321,49," ","  "," "
10,34,24012,2,2,"    ","  ",2,07," "
10,15,24015,2,2,"    ","  ",2,08," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,05,00000,2,2,"    ","  "," ","  "," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,64,10018,1," ",1321,47," ","  "," "
10,65,10018,1," ",1321,47," ","  "," "
10,22,60314,2,2,"    ","  ",2,08," "
10,39,40713,1," ",1317,56," ","  "," "
10,46,24015,1," ",1317,56," ","  "," "
10,79,10015,2,2,"    ","  ",2,61," "
10,51,60111,2,2,"    ","  ",2,07," "
10,47,24015,1," ",1321,41," ","  "," "
10,23,60002,1," ",1321,47," ","  "," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,24,24015,2,2,"    ","  ",2,01,1
10,03,"     "," "," ","    ","  "," ","  "," "
10,79,61041,2,2,"    ","  ",2,62," "
10,55,60413,1," ",1804,55," ","  "," "
10,65,10018,2,2,"    ","  ",2,07," "
10,70,10012,1," ",1804,01," ","  "," "
10,40,50911,1," ",1804,86," ","  "," "
10,17,24013,2,2,"    ","  ",2,08," "
10,28,24015,1," ",1804,55," ","  "," "
10,61,10012,2,2,"    ","  ",2,61," "
10,57,10018,2,2,"    ","  ",2,07," "
10,31,60613,1," ",1804,47," ","  "," "
10,27,60001,1," ",1804,41," ","  "," "
10,25,60613,1," ",4305,18," ","  "," "
10,24,60413,1," ",1804,84," ","  "," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,40,24013,1," ",1804,64," ","  "," "
10,18,35011,1," ",1804,41," ","  "," "
10,11,10015,2,2,"    ","  "," ","  "," "
10,41,60002,2,2,"    ","  ",2,07," "
10,19,34013,2,2,"    ","  ",2,08," "
10,13,24011,2,2,"    ","  "," ","  "," "
10,46,24015,2,2,"    ","  ",2,07," "
10,24,34013,2,2,"    ","  ",2,02,1
10,77,60001,2,2,"    ","  ",2,61," "
10,21,60001,2,2,"    ","  ",2,08," "
10,16,24013,2,2,"    ","  ",2,08," "
10,64,10015,1," ",1804,41," ","  "," "
10,58,10015,1," ",1804,96," ","  "," "
10,33,24015,1," ",1804,47," ","  "," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,68,24015,1," ",1804,41," ","  "," "
10,62,10018,2,2,"    ","  ",2,07," "
10,22,24012,1," ",1804,41," ","  "," "
10,21,24015,1," ",1804,96," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,48,60413,2,2,"    ","  ",2,07," "
10,13,10015,2,2,"    ","  "," ","  "," "
10,57,10018,1," ",1804,01," ","  "," "
10,51,24015,1," ",1804,47," ","  "," "
10,31,60001,2,1,1804,81," ","  "," "
10,28,60413,1," ",1804,47," ","  "," "
10,26,24015,2,1,1804,46," ","  "," "
10,23,34013,2,1,1804,47," ","  "," "
10,18,34013,2,2,"    ","  ",2,02,1
10,54,60111,2,2,"    ","  ",2,07," "
10,15,24012,2,2,"    ","  ",2,08," "
10,28,24011,2,2,"    ","  ",2,07," "
10,09,10013,2,2,"    ","  "," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,00,"     "," "," ","    ","  "," ","  "," "
10,40,10018,2,2,"    ","  ",2,07," "
10,51,24015,1," ",1804,41," ","  "," "
10,21,10018,2,2,"    ","  ",2,07," "
10,18,24015,2,2,"    ","  ",2,08," "
10,20,35013,1," ",1804,84," ","  "," "
10,93,10018,2,1,1804,01," ","  "," "
10,70,24012,2,2,"    ","  ",2,61," "
10,53,24012,2,2,"    ","  ",2,07," "
10,26,24015,2,2,"    ","  ",2,08," "
10,23,60001,2,2,"    ","  ",2,03,2
10,16,24015,2,2,"    ","  ",2,08," "
10,44,24013,2,2,"    ","  ",2,03,2
10,43,24015,2,2,"    ","  ",2,07," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,21,35011,1," ",4305,68," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,72,50611,2,2,"    ","  ",2,61," "
10,77,50415,2,2,"    ","  ",2,62," "
10,18,34011,2,2,"    ","  ",2,08," "
10,08,10012,2,2,"    ","  "," ","  "," "
10,40,60002,2,1,1804,49," ","  "," "
10,44,24015,2,2,"    ","  ",2,07," "
10,18,34011,2,2,"    ","  ",2,08," "
10,13,24011,2,2,"    ","  "," ","  "," "
10,79,24015,2,2,"    ","  ",2,61," "
10,62,24015,2,2,"    ","  ",2,07," "
10,29,24015,1," ",1804,03," ","  "," "
10,16,24013,2,2,"    ","  ",2,08," "
10,48,10015,1," ",1804,03," ","  "," "
10,45,24015,2,2,"    ","  ",2,07," "
10,21,60002,2,2,"    ","  ",2,08," "
10,16,24015,2,2,"    ","  ",2,08," "
10,79,10018,1," ",1804,01," ","  "," "
10,50,10018,1," ",1804,01," ","  "," "
10,25,24012,1," ",1804,03," ","  "," "
10,53,24015,1," ",1804,03," ","  "," "
10,48,60111,1," ",1804,47," ","  "," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,24,24012,1," ",1804,47," ","  "," "
10,35,24015,1," ",1804,03," ","  "," "
10,29,24012,1," ",1804,47," ","  "," "
10,08,10012,2,2,"    ","  "," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,65,61041,1," ",1804,01," ","  "," "
10,73,60417,1," ",1804,47," ","  "," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,32,24015,1," ",1804,84," ","  "," "
10,31,60001,1," ",1804,47," ","  "," "
10,66,60003,2,2,"    ","  ",2,61," "
10,62,60002,2,2,"    ","  ",2,61," "
10,31,60111,1," ",1804,85," ","  "," "
10,67,24015,2,1,1804,01," ","  "," "
10,75,10018,2,1,1804,16," ","  "," "
10,17,34011,2,2,"    ","  ",2,08," "
10,15,24012,2,2,"    ","  ",2,08," "
10,14,24011,2,2,"    ","  "," ","  "," "
10,00,"     "," "," ","    ","  "," ","  "," "
10,39,10018,1," ",1804,96," ","  "," "
10,46,24015,1," ",1804,49," ","  "," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,40,24015," "," ","    ","  "," ","  "," "
10,08,10012,2,2,"    ","  "," ","  "," "
10,39,24015,1," ",1804,47," ","  "," "
10,41,24015,1," ",1804,47," ","  "," "
10,19,34011,2,2,"    ","  ",2,08," "
10,17,34011,2,2,"    ","  ",2,08," "
10,16,24015,2,2,"    ","  ",2,08," "
10,14,10018,2,2,"    ","  "," ","  "," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,12,10015,2,2,"    ","  "," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,09,10012,2,2,"    ","  "," ","  "," "
10,06,01000,2,2,"    ","  "," ","  "," "
10,63,24015,2,1,1804,01," ","  "," "
10,59,24015,2,1,1804,01," ","  "," "
10,23,35013,1," ",1804,42," ","  "," "
10,64,60002,2,2,"    ","  ",2,03,2
10,74,24015,2,1,1804,01," ","  "," "
10,66,10013,1," ",1804,01," ","  "," "
10,62,24015,1," ",1804,47," ","  "," "
10,42,24015,2,2,"    ","  ",2,07," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,61,24011,1," ",1804,01," ","  "," "
10,50,24015,1," ",1805,03," ","  "," "
10,50,60731,2,2,"    ","  ",2,07," "
10,29,61041,2,1,1803,50," ","  "," "
10,20,34013,2,2,"    ","  ",2,08," "
10,27,10018,1," ",1805,03," ","  "," "
10,23,35013,2,2,"    ","  ",2,07," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,42,10012,1," ",1805,01," ","  "," "
10,58,10012,2,2,"    ","  ",2,07," "
10,37,60001,1," ",1805,03," ","  "," "
10,38,60002,2,2,"    ","  ",2,07," "
10,09,10013,2,2,"    ","  "," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,62,24015,1," ",1805,01," ","  "," "
10,52,24013,1," ",1805,56," ","  "," "
10,20,60001,2,2,"    ","  ",2,08," "
10,33,10015,1," ",1805,03," ","  "," "
10,29,10018,2,2,"    ","  ",2,07," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,00,"     "," "," ","    ","  "," ","  "," "
10,34,24015,1," ",1805,47," ","  "," "
10,34,24015,1," ",1805,47," ","  "," "
10,07,10011,2,2,"    ","  "," ","  "," "
10,06,02000,2,2,"    ","  "," ","  "," "
10,05,01000,2,2,"    ","  "," ","  "," "
10,69,24015,2,1,1805,96," ","  "," "
10,41,24015,1," ",1805,01," ","  "," "
10,38,24015,2,2,"    ","  ",2,05,1
10,54,24015,1," ",1805,03," ","  "," "
10,53,24015,1," ",1805,84," ","  "," "
10,24,35013,1," ",1805,41," ","  "," "
10,22,35013,2,2,"    ","  ",2,07," "
10,21,60001,2,2,"    ","  ",2,08," "
10,18,35011,2,2,"    ","  ",2,08," "
10,15,24012,2,2,"    ","  ",2,08," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,27,24015,2,2,"    ","  ",2,07," "
10,05,01000,2,2,"    ","  "," ","  "," "
10,02,"     "," "," ","    ","  "," ","  "," "
10,00,"     "," "," ","    ","  "," ","  "," "
10,39,24012,1," ",1805,03," ","  "," "
10,44,60002,2,2,"    ","  ",2,07," "
10,17,34011,2,2,"    ","  ",2,08," "
10,10,10013,2,2,"    ","  "," ","  "," "
10,05,00000,2,2,"    ","  "," ","  "," "
10,83,10018,2,2,"    ","  ",2,61," "
10,54,24015,1," ",0901,42," ","  "," "
10,54,24013,2,2,"    ","  ",2,07," "
10,20,34013,1," ",1804,47," ","  "," "
10,06,01000,2,2,"    ","  "," ","  "," "
10,54,60111,1," ",1805,85," ","  "," "
10,22,60111,2,2,"    ","  ",2,09," "
10,35,60913,2,2,"    ","  ",2,07," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,00,"     "," "," ","    ","  "," ","  "," "
10,44,60003,1," ",1805,96," ","  "," "
10,16,24015,2,2,"    ","  ",2,08," "
10,12,10015,2,2,"    ","  "," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,69,24015,1," ",1805,01," ","  "," "
10,13,24011,2,2,"    ","  "," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,08,10012,2,2,"    ","  "," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,31,60612,1," ",1805,84," ","  "," "
10,31,60111,1," ",1805,85," ","  "," "
10,10,10013,2,2,"    ","  "," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,25,24015,1," ",1804,47," ","  "," "
10,05,00000,2,2,"    ","  "," ","  "," "
10,31,60411,1," ",3509,64," ","  "," "
10,30,60411,1," ",3508,64," ","  "," "
10,03,"     "," "," ","    ","  "," ","  "," "
10,45,10015,1," ",3508,01," ","  "," "
10,54,24012,1," ",3508,01," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
10,32,24015,1," ",3505,56," ","  "," "
10,38,24015,1," ",3505,56," ","  "," "
10,33,24015," "," ","    ","  "," ","  "," "
10,45,24015,1," ",3508,49," ","  "," "
10,51,50811,2,2,"    ","  ",2,07," "
10,17,34011,2,2,"    ","  ",2,08," "
10,15,24013,2,2,"    ","  ",2,08," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,12,10015,2,2,"    ","  "," ","  "," "
10,74,40729,1," ",3508,03," ","  "," "
10,68,10018,1," ",3508,03," ","  "," "
10,66,10011,1," ",3508,03," ","  "," "
10,64,10018,1," ",3508,03," ","  "," "
10,37,60111,1," ",4215,85," ","  "," "
10,36,60916,1," ",3522,47," ","  "," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,10,10014,2,2,"    ","  "," ","  "," "
10,09,10012,2,2,"    ","  "," ","  "," "
10,46,10018,1," ",3508,03," ","  "," "
10,46,24015,1," ",3508,03," ","  "," "
10,16,24013,2,2,"    ","  ",2,08," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,43,10015,1," ",3508,03," ","  "," "
10,15,24012,2,2,"    ","  ",2,08," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,53,10013,1," ",3508,41," ","  "," "
10,50,24013,2,2,"    ","  ",2,07," "
10,29,35013,1," ",3522,47," ","  "," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,11,10015,2,2,"    ","  "," ","  "," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,44,24015,1," ",3522,47," ","  "," "
10,47,24015,2,2,"    ","  ",2,07," "
10,18,34011,2,2,"    ","  ",2,08," "
10,17,34011,2,2,"    ","  ",2,08," "
10,14,24012,2,2,"    ","  "," ","  "," "
10,13,10018,2,2,"    ","  "," ","  "," "
10,08,10011,2,2,"    ","  "," ","  "," "
10,04,"     "," "," ","    ","  "," ","  "," "
10,55,24012,1," ",3508,01," ","  "," "
10,55,10018,1," ",3508,01," ","  "," "
10,31,60488,1," ",3522,64," ","  "," "
10,29,60488,1," ",3504,64," ","  "," "
10,52,10011,1," ",3508,01," ","  "," "
10,55,10013,2,2,"    ","  ",2,03,1
10,46,10015,1," ",3508,96," ","  "," "
10,24,24015,2,2,"    ","  ",2,07," "
10,27,24015,1," ",3509,45," ","  "," "
10,01,"     "," "," ","    ","  "," ","  "," "
10,00,"     "," "," ","    ","  "," ","  "," "
10,07,02000,2,2,"    ","  "," ","  "," "
10,61,24013,1," ",3508,47," ","  "," "
10,46,24015,1," ",3508,92," ","  "," "
10,39,60002,1," ",3522,96," ","  "," "
10,18,34011,2,2,"    ","  ",2,08," "
10,55,10015,1," ",3515,01," ","  "," "
10,55,10018,1," ",3515,01," ","  "," "
10,12,10018,2,2,"    ","  "," ","  "," "
10,11,10014,2,2,"    ","  "," ","  "," "
